wheel_base,length,width,height,curb_weight,engine_size,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,make_encoded,encoded_aspiration_1,encoded_aspiration_2,encoded_fuel_type_1,encoded_fuel_type_2,encoded_num_of_doors_1,encoded_num_of_doors_2,encoded_body_style_1,encoded_body_style_2,encoded_body_style_3,encoded_body_style_4,encoded_body_style_5,encoded_drive_wheels_1,encoded_drive_wheels_2,encoded_drive_wheels_3,encoded_engine_type_1,encoded_engine_type_2,encoded_engine_type_3,encoded_engine_type_4,encoded_engine_type_5,encoded_engine_type_6,encoded_num_of_cylinders_1,encoded_num_of_cylinders_2,encoded_num_of_cylinders_3,encoded_num_of_cylinders_4,encoded_fuel_system_1,encoded_fuel_system_2,encoded_fuel_system_3,encoded_fuel_system_4
95.7,166.3,64.4,52.8,2140,98.0,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,10527.604402143774,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
94.5,168.7,64.0,52.6,2204,98.0,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,10527.604402143774,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
94.5,168.7,64.0,52.6,2265,98.0,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,10527.604402143774,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
94.5,168.7,64.0,52.6,2300,98.0,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,10527.604402143774,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
98.4,176.2,65.6,52.0,2540,146.0,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,10527.604402143774,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
98.4,176.2,65.6,52.0,2536,146.0,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,10527.604402143774,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
98.4,176.2,65.6,53.0,2975,146.0,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,10527.604402143774,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
102.4,175.6,66.5,54.9,2480,110.0,3.27,3.35,9.0,73.0,4500.0,30,33,10698.0,10527.604402143774,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
102.4,175.6,66.5,53.9,2414,122.0,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,10527.604402143774,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
102.4,175.6,66.5,54.9,2414,122.0,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,10527.604402143774,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
102.4,175.6,66.5,53.9,2458,122.0,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,10527.604402143774,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
102.9,183.5,67.7,52.0,2976,171.0,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,10527.604402143774,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
104.5,187.8,66.5,54.1,3131,171.0,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,10527.604402143774,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
97.3,171.7,65.5,55.7,2261,97.0,3.01,3.4,9.0,52.0,4800.0,37,46,7775.0,11090.196792364848,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
97.3,171.7,65.5,55.7,2264,97.0,3.01,3.4,9.0,52.0,4800.0,37,46,7995.0,11090.196792364848,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
97.3,171.7,65.5,55.7,2212,109.0,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,11090.196792364848,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
97.3,171.7,65.5,55.7,2319,97.0,3.01,3.4,9.0,68.0,4500.0,37,42,9495.0,11090.196792364848,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
94.5,165.7,64.0,51.4,2221,109.0,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,11090.196792364848,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
100.4,180.2,66.9,55.1,2661,136.0,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,11090.196792364848,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
100.4,180.2,66.9,55.1,2579,97.0,3.01,3.4,9.0,68.0,4500.0,33,38,13845.0,11090.196792364848,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
104.3,188.8,67.2,56.2,2912,141.0,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,13156.624010333388,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
104.3,188.8,67.2,57.5,3034,141.0,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,13156.624010333388,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
104.3,188.8,67.2,56.2,2935,141.0,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,13156.624010333388,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
104.3,188.8,67.2,57.5,3042,141.0,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,13156.624010333388,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
104.3,188.8,67.2,57.5,3157,130.0,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,13156.624010333388,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
109.1,188.8,68.9,55.5,2952,141.0,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,13156.624010333388,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
109.1,188.8,68.8,55.5,3049,141.0,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,13156.624010333388,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
109.1,188.8,68.9,55.5,3012,173.0,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,13156.624010333388,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
109.1,188.8,68.9,55.5,3217,145.0,3.01,3.4,9.0,106.0,4800.0,26,27,22470.0,13156.624010333388,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
109.1,188.8,68.9,55.5,3062,141.0,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,13156.624010333388,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
